source,target,weight,timeset
3793,4686,-10,2013-08-15T19:54:10Z
3793,4688,-10,2013-08-15T19:54:40Z
3793,4701,-10,2013-08-15T19:55:10Z
3793,4733,-10,2013-08-15T19:55:40Z
3793,4707,-10,2013-08-15T19:56:10Z
3793,4743,-10,2013-08-15T19:56:41Z
3793,4744,-10,2013-08-15T19:57:11Z
3793,4747,-10,2013-08-15T19:57:40Z
3794,4654,-10,2013-08-15T20:01:49Z
3794,4661,-10,2013-08-15T20:02:19Z
3794,4667,-10,2013-08-15T20:02:49Z
3794,4666,-10,2013-08-15T20:03:19Z
3794,4531,-10,2013-08-15T20:03:49Z
3794,4668,-10,2013-08-15T20:04:19Z
3794,4669,-10,2013-08-15T20:04:49Z
3794,4672,-10,2013-08-15T20:05:19Z
3794,4673,-10,2013-08-15T20:05:49Z
3794,4675,-10,2013-08-15T20:06:19Z
3794,4677,-10,2013-08-15T20:06:49Z
3794,4678,-10,2013-08-15T20:07:19Z
3794,4679,-10,2013-08-15T20:07:49Z
3794,4680,-10,2013-08-15T20:08:19Z
3794,4681,-10,2013-08-15T20:08:49Z
3794,4683,-10,2013-08-15T20:09:19Z
3794,4682,-10,2013-08-15T20:09:49Z
3794,4684,-10,2013-08-15T20:10:19Z
3794,4676,-10,2013-08-15T20:10:49Z
3794,4686,-10,2013-08-15T20:11:19Z
3794,4688,-10,2013-08-15T20:11:49Z
3794,4701,-10,2013-08-15T20:12:19Z
3794,4733,-10,2013-08-15T20:12:49Z
3794,4707,-10,2013-08-15T20:13:19Z
3794,4743,-10,2013-08-15T20:13:49Z
3794,4744,-10,2013-08-15T20:14:19Z
3794,4747,-10,2013-08-15T20:14:49Z
2125,4707,-10,2013-08-15T20:15:46Z
2125,4743,-10,2013-08-15T20:15:46Z
2125,4744,-10,2013-08-15T20:15:46Z
2125,4747,-10,2013-08-15T20:15:46Z
3795,4654,-10,2013-08-15T20:19:39Z
3795,4661,-10,2013-08-15T20:20:09Z
3795,4667,-10,2013-08-15T20:20:39Z
3795,4666,-10,2013-08-15T20:21:09Z
3795,4531,-10,2013-08-15T20:21:39Z
3795,4668,-10,2013-08-15T20:22:09Z
3795,4669,-10,2013-08-15T20:22:39Z
3795,4672,-10,2013-08-15T20:23:09Z
3795,4673,-10,2013-08-15T20:23:39Z
3795,4675,-10,2013-08-15T20:24:09Z
3795,4677,-10,2013-08-15T20:24:39Z
3795,4678,-10,2013-08-15T20:25:09Z
3795,4679,-10,2013-08-15T20:25:39Z
3795,4680,-10,2013-08-15T20:26:09Z
3795,4681,-10,2013-08-15T20:26:39Z
3795,4683,-10,2013-08-15T20:27:10Z
3795,4682,-10,2013-08-15T20:27:39Z
3795,4684,-10,2013-08-15T20:28:09Z
3795,4676,-10,2013-08-15T20:28:39Z
3795,4686,-10,2013-08-15T20:29:09Z
3795,4688,-10,2013-08-15T20:29:39Z
3795,4701,-10,2013-08-15T20:30:09Z
3795,4733,-10,2013-08-15T20:30:39Z
3795,4707,-10,2013-08-15T20:31:09Z
3795,4743,-10,2013-08-15T20:31:39Z
3795,4744,-10,2013-08-15T20:32:09Z
3795,4747,-10,2013-08-15T20:32:39Z
3795,4458,1,2013-08-15T20:35:26Z
4694,2322,1,2013-08-15T21:51:45Z
2322,4694,1,2013-08-15T21:52:31Z
1334,4198,1,2013-08-15T21:58:51Z
4198,1334,1,2013-08-15T22:04:02Z
2322,4746,1,2013-08-15T22:09:55Z
204,62,5,2013-08-15T22:15:25Z
3465,4649,2,2013-08-16T00:20:29Z
4649,3465,2,2013-08-16T00:21:07Z
1529,2942,2,2013-08-16T02:29:21Z
2942,1529,3,2013-08-16T02:29:34Z
4688,3897,-10,2013-08-16T03:44:01Z
4686,3897,-10,2013-08-16T03:44:49Z
4682,3897,-10,2013-08-16T03:45:19Z
4683,3897,-10,2013-08-16T03:45:54Z
4681,3897,-10,2013-08-16T03:46:30Z
4680,3897,-10,2013-08-16T03:47:17Z
4679,3897,-10,2013-08-16T03:47:46Z
4678,3897,-10,2013-08-16T03:48:16Z
4676,3897,-10,2013-08-16T03:48:53Z
4667,3897,-10,2013-08-16T03:49:44Z
2322,3317,1,2013-08-16T03:49:45Z
3317,2322,1,2013-08-16T03:50:44Z
4668,3897,-10,2013-08-16T03:50:58Z
4654,3897,-10,2013-08-16T03:51:31Z
4531,3897,-10,2013-08-16T03:52:09Z
4666,3897,-10,2013-08-16T03:52:55Z
4661,3897,-10,2013-08-16T03:53:31Z
4672,3897,-10,2013-08-16T03:54:00Z
4673,3897,-10,2013-08-16T03:54:54Z
4675,3897,-10,2013-08-16T03:55:34Z
4707,3897,-10,2013-08-16T03:56:19Z
4733,3897,-10,2013-08-16T03:56:51Z
4684,3897,-10,2013-08-16T03:57:58Z
4701,3897,-10,2013-08-16T03:58:35Z
4669,3897,-10,2013-08-16T03:59:19Z
4743,3897,-10,2013-08-16T04:00:38Z
4744,3897,-10,2013-08-16T04:01:04Z
4748,3897,-10,2013-08-16T04:01:44Z
3897,3903,1,2013-08-16T04:51:02Z
4649,3903,1,2013-08-16T04:51:51Z
4694,3903,1,2013-08-16T05:00:23Z
3903,4649,1,2013-08-16T05:04:50Z
3903,3897,1,2013-08-16T05:04:59Z
3903,4694,1,2013-08-16T05:05:14Z
4402,4649,1,2013-08-16T07:27:31Z
4649,4402,1,2013-08-16T07:29:17Z
664,905,1,2013-08-16T08:06:43Z
905,664,1,2013-08-16T08:13:03Z
2600,3744,-10,2013-08-16T08:38:24Z
3903,3527,2,2013-08-16T10:58:07Z
3527,3903,1,2013-08-16T11:56:23Z
135,3903,-1,2013-08-16T12:18:59Z
1,1565,3,2013-08-16T12:30:59Z
4745,4676,-10,2013-08-16T14:49:59Z
4745,4678,-10,2013-08-16T14:50:25Z
1,4458,1,2013-08-16T18:54:41Z
4746,4756,1,2013-08-16T19:24:11Z
3649,3903,2,2013-08-16T19:33:38Z
2322,4320,1,2013-08-16T19:59:38Z
4320,2322,1,2013-08-16T20:00:12Z
4197,2880,1,2013-08-16T21:03:47Z
2880,4197,1,2013-08-16T21:05:34Z
1832,4757,2,2013-08-16T21:13:48Z
3649,135,2,2013-08-16T21:32:29Z
4757,1832,3,2013-08-16T21:48:20Z
1,3527,2,2013-08-16T21:49:51Z
1,159,2,2013-08-16T21:50:38Z
1,1953,2,2013-08-16T21:51:07Z
1,2642,1,2013-08-16T21:51:14Z
1,2045,1,2013-08-16T21:51:57Z
1,2388,1,2013-08-16T22:01:00Z
1528,4758,1,2013-08-16T22:06:11Z
4758,1528,2,2013-08-16T22:11:39Z
4172,4650,1,2013-08-16T22:17:28Z
4650,4172,1,2013-08-16T22:25:20Z
2880,4641,1,2013-08-16T22:31:38Z
3903,3649,1,2013-08-16T22:31:42Z
4641,2880,1,2013-08-16T22:34:09Z
4363,4379,1,2013-08-16T22:44:08Z
2600,3013,2,2013-08-17T01:30:47Z
3719,4291,6,2013-08-17T02:09:24Z
2125,3897,1,2013-08-17T03:02:23Z
4370,4291,5,2013-08-17T03:29:39Z
4698,2600,2,2013-08-17T05:28:52Z
2600,4759,1,2013-08-17T05:29:57Z
3903,2198,1,2013-08-17T14:29:50Z
4452,4746,2,2013-08-17T14:55:38Z
4746,4452,1,2013-08-17T14:56:04Z
4204,4702,1,2013-08-17T15:54:38Z
3649,4746,1,2013-08-17T16:23:33Z
4521,4482,10,2013-08-17T17:15:37Z
905,4694,1,2013-08-17T18:06:22Z
4315,25,1,2013-08-17T19:22:51Z
4760,4746,-10,2013-08-17T21:13:47Z
3649,4760,1,2013-08-17T22:31:13Z
4760,3649,1,2013-08-17T22:37:46Z
1832,2067,4,2013-08-17T22:45:17Z
4452,4761,2,2013-08-17T22:54:07Z
4761,4452,2,2013-08-17T22:55:50Z
2067,1832,4,2013-08-17T23:20:28Z
3699,4762,1,2013-08-18T03:00:30Z
4762,3699,1,2013-08-18T03:12:05Z
4732,1810,1,2013-08-18T03:43:28Z
1810,4732,1,2013-08-18T03:46:19Z
1810,4746,-10,2013-08-18T05:06:46Z
2125,2124,4,2013-08-18T05:26:54Z
3903,2600,2,2013-08-18T07:24:43Z
3903,1403,1,2013-08-18T07:28:01Z
3903,363,1,2013-08-18T07:28:26Z
3903,4763,1,2013-08-18T07:28:45Z
4285,4764,1,2013-08-18T13:10:51Z
4764,4285,1,2013-08-18T13:11:36Z
4756,4746,-10,2013-08-18T16:06:48Z
4172,4557,1,2013-08-18T17:03:24Z
905,1334,5,2013-08-18T18:32:24Z
4764,4266,1,2013-08-18T19:15:30Z
4764,3260,1,2013-08-18T19:17:34Z
4172,4493,3,2013-08-18T19:58:08Z
4493,4172,3,2013-08-18T20:00:47Z
3649,3611,2,2013-08-18T20:35:18Z
4694,2388,1,2013-08-18T20:53:18Z
1,2266,1,2013-08-18T21:31:53Z
1,2303,1,2013-08-18T21:32:46Z
1,202,1,2013-08-18T21:33:36Z
1,1566,2,2013-08-18T21:35:12Z
1693,2822,2,2013-08-18T22:02:56Z
4694,4765,1,2013-08-18T22:35:03Z
4765,4694,2,2013-08-18T22:40:17Z
4694,4209,1,2013-08-19T00:11:14Z
4209,4694,1,2013-08-19T00:11:42Z
2125,4766,-10,2013-08-19T00:37:05Z
2125,4587,-10,2013-08-19T00:37:17Z
2125,4687,-10,2013-08-19T00:37:32Z
2125,4739,-10,2013-08-19T00:37:33Z
2125,4746,-10,2013-08-19T00:37:33Z
2125,4603,-10,2013-08-19T00:37:33Z
2125,4614,-10,2013-08-19T00:39:43Z
2398,3957,2,2013-08-19T00:40:47Z
3957,2398,2,2013-08-19T01:10:53Z
3957,215,2,2013-08-19T01:13:52Z
4209,4635,1,2013-08-19T03:30:57Z
4635,4209,1,2013-08-19T03:31:06Z
2600,4568,1,2013-08-19T04:03:39Z
3649,625,1,2013-08-19T04:21:06Z
625,3649,1,2013-08-19T04:21:25Z
4254,4645,-10,2013-08-19T05:36:18Z
4568,2600,1,2013-08-19T06:20:41Z
4568,2942,1,2013-08-19T06:21:04Z
3903,4304,1,2013-08-19T06:40:10Z
3903,4698,1,2013-08-19T06:41:09Z
4642,3903,1,2013-08-19T07:14:21Z
2600,4698,1,2013-08-19T11:09:35Z
4172,4188,1,2013-08-19T13:44:55Z
2125,4645,-10,2013-08-19T14:04:38Z
2125,4646,-10,2013-08-19T14:04:38Z
2125,4662,-10,2013-08-19T14:04:39Z
2125,4663,-10,2013-08-19T14:04:39Z
2125,4664,-10,2013-08-19T14:04:39Z
2125,3841,-1,2013-08-19T14:04:39Z
2125,4742,-10,2013-08-19T14:04:41Z
2125,4741,-10,2013-08-19T14:04:42Z
4107,3527,10,2013-08-19T14:20:23Z
3527,4107,8,2013-08-19T14:30:16Z
3328,35,2,2013-08-19T16:56:20Z
3353,4172,2,2013-08-19T18:24:43Z
4172,3353,1,2013-08-19T19:00:24Z
2125,4745,1,2013-08-19T19:25:24Z
1639,4172,1,2013-08-19T20:54:45Z
3359,1947,2,2013-08-19T21:28:50Z
1352,4768,1,2013-08-19T21:54:17Z
3527,4075,-10,2013-08-19T21:54:19Z
4768,1352,1,2013-08-19T21:54:58Z
4107,4075,-10,2013-08-19T22:52:00Z
3735,3897,1,2013-08-20T01:49:18Z
4291,2600,2,2013-08-20T03:05:18Z
2600,4291,3,2013-08-20T03:06:09Z
4291,3719,6,2013-08-20T03:10:23Z
1832,4762,1,2013-08-20T03:42:11Z
4762,1832,1,2013-08-20T03:44:15Z
2125,4762,1,2013-08-20T04:14:37Z
4698,1810,1,2013-08-20T04:18:16Z
1810,4698,1,2013-08-20T04:19:15Z
4258,2600,1,2013-08-20T04:45:18Z
2600,4258,1,2013-08-20T04:45:21Z
4424,35,2,2013-08-20T07:37:21Z
4764,3935,1,2013-08-20T09:46:51Z
3901,4172,1,2013-08-20T13:50:51Z
35,2413,2,2013-08-20T14:24:52Z
4635,3321,2,2013-08-20T14:45:58Z
3321,4635,2,2013-08-20T14:46:16Z
3649,4291,8,2013-08-20T15:44:24Z
3649,3585,1,2013-08-20T18:25:21Z
4635,4762,2,2013-08-20T19:51:04Z
4762,4635,2,2013-08-20T19:51:36Z
4694,1832,3,2013-08-20T20:28:09Z
1832,4499,1,2013-08-20T21:00:32Z
4499,1832,2,2013-08-20T21:01:31Z
4400,4499,4,2013-08-20T21:45:30Z
4648,4769,1,2013-08-20T22:04:02Z
4769,4648,1,2013-08-20T22:05:05Z
1832,4694,1,2013-08-20T22:52:49Z
1953,4770,1,2013-08-20T23:24:36Z
4770,1953,5,2013-08-20T23:31:32Z
2942,274,3,2013-08-20T23:38:01Z
1829,4601,1,2013-08-20T23:39:22Z
2600,4320,1,2013-08-21T02:44:17Z
4320,2600,1,2013-08-21T02:44:58Z
2600,4295,1,2013-08-21T03:17:13Z
4295,2600,1,2013-08-21T03:18:22Z
3013,3699,1,2013-08-21T06:02:34Z
3699,3013,1,2013-08-21T06:02:49Z
4499,4196,1,2013-08-21T09:31:46Z
4196,4499,1,2013-08-21T09:38:55Z
2067,2194,2,2013-08-21T11:48:38Z
4635,4337,1,2013-08-21T14:47:31Z
4337,4635,1,2013-08-21T14:48:11Z
4689,2313,2,2013-08-21T16:48:13Z
4554,4539,1,2013-08-21T18:12:13Z
1334,1555,4,2013-08-21T19:25:24Z
1555,1334,4,2013-08-21T19:29:29Z
4172,4770,1,2013-08-21T20:18:44Z
4770,4172,1,2013-08-21T20:21:06Z
664,4635,1,2013-08-21T23:27:46Z
4635,664,1,2013-08-21T23:28:13Z
3649,25,5,2013-08-22T02:34:34Z
35,4771,1,2013-08-22T06:23:50Z
35,4772,1,2013-08-22T06:24:01Z
4767,2313,1,2013-08-22T07:14:36Z
35,4767,1,2013-08-22T07:57:35Z
4295,4320,1,2013-08-22T14:37:21Z
4320,4295,1,2013-08-22T14:40:25Z
4291,4773,1,2013-08-22T15:18:18Z
4773,4291,1,2013-08-22T15:19:52Z
2600,4774,1,2013-08-22T15:55:44Z
4774,2600,2,2013-08-22T15:57:56Z
4360,2942,1,2013-08-22T16:01:12Z
2942,4281,1,2013-08-22T16:07:42Z
4281,2942,1,2013-08-22T16:08:42Z
2942,4360,1,2013-08-22T16:09:20Z
4756,4775,1,2013-08-22T18:44:00Z
4775,4756,1,2013-08-22T18:44:40Z
2600,4776,1,2013-08-22T21:15:07Z
4776,2600,1,2013-08-22T21:17:00Z
905,4172,10,2013-08-22T21:58:03Z
4776,4635,1,2013-08-22T22:50:28Z
4114,4197,2,2013-08-22T22:53:32Z
2600,4740,1,2013-08-22T23:03:50Z
4740,2600,2,2013-08-22T23:09:52Z
664,1832,2,2013-08-22T23:23:46Z
1832,664,2,2013-08-22T23:25:53Z
1810,3278,6,2013-08-23T00:53:54Z
4694,4778,1,2013-08-23T01:53:39Z
4778,4694,1,2013-08-23T01:53:59Z
4772,35,1,2013-08-23T02:51:42Z
4635,4755,2,2013-08-23T03:15:32Z
4755,4635,2,2013-08-23T03:15:44Z
4254,905,1,2013-08-23T07:23:32Z
2388,3903,1,2013-08-23T07:59:00Z
3903,4284,1,2013-08-23T07:59:15Z
4284,3903,1,2013-08-23T08:00:21Z
3903,2388,3,2013-08-23T08:07:55Z
4482,2565,3,2013-08-23T08:49:28Z
2565,4482,2,2013-08-23T08:54:27Z
4172,4648,4,2013-08-23T09:02:06Z
3129,2289,1,2013-08-23T09:37:20Z
3129,3971,1,2013-08-23T09:37:29Z
3129,4315,1,2013-08-23T09:37:39Z
3129,4779,1,2013-08-23T09:37:50Z
3129,4357,1,2013-08-23T09:38:00Z
3129,3969,1,2013-08-23T09:38:22Z
3129,111,1,2013-08-23T09:38:32Z
3129,3869,1,2013-08-23T09:38:42Z
3129,4107,1,2013-08-23T09:38:53Z
3129,3837,1,2013-08-23T09:39:03Z
3129,3065,1,2013-08-23T09:39:14Z
3129,2580,1,2013-08-23T09:39:24Z
3129,4379,1,2013-08-23T09:39:34Z
3129,4036,1,2013-08-23T09:39:45Z
3129,4358,1,2013-08-23T09:39:55Z
3129,4710,1,2013-08-23T09:40:06Z
3129,3817,1,2013-08-23T09:40:16Z
3129,3270,1,2013-08-23T09:40:27Z
3129,2770,1,2013-08-23T09:40:37Z
3129,4753,1,2013-08-23T09:40:47Z
3129,3510,1,2013-08-23T09:40:57Z
3129,3646,1,2013-08-23T09:41:08Z
3129,4322,1,2013-08-23T09:41:18Z
3129,4780,1,2013-08-23T09:41:29Z
3129,3504,1,2013-08-23T09:41:39Z
3129,4058,1,2013-08-23T09:41:49Z
3129,3965,1,2013-08-23T09:42:00Z
3129,4289,1,2013-08-23T09:42:10Z
3129,4308,1,2013-08-23T09:42:21Z
3129,4579,1,2013-08-23T09:42:31Z
3129,3964,1,2013-08-23T09:42:42Z
3129,3963,1,2013-08-23T09:42:52Z
3129,4330,1,2013-08-23T09:43:03Z
3129,3133,1,2013-08-23T09:43:13Z
3129,4338,1,2013-08-23T09:43:24Z
3129,3962,1,2013-08-23T09:43:35Z
3129,4711,1,2013-08-23T09:43:45Z
3129,4712,1,2013-08-23T09:43:55Z
3129,563,1,2013-08-23T09:44:06Z
3129,3961,1,2013-08-23T09:44:17Z
3129,3669,1,2013-08-23T09:44:27Z
3129,2840,1,2013-08-23T09:44:38Z
3129,4713,1,2013-08-23T09:44:49Z
3129,4554,1,2013-08-23T09:45:00Z
3129,4714,1,2013-08-23T09:45:10Z
3129,4266,1,2013-08-23T09:45:20Z
3129,4715,1,2013-08-23T09:45:30Z
3129,3960,1,2013-08-23T09:45:41Z
3129,4341,1,2013-08-23T09:46:01Z
3129,4197,1,2013-08-23T09:46:11Z
3129,4716,1,2013-08-23T09:46:22Z
3129,4504,1,2013-08-23T09:46:32Z
3129,4031,1,2013-08-23T09:46:42Z
3129,1508,1,2013-08-23T09:46:53Z
3129,3957,1,2013-08-23T09:47:03Z
3129,3956,1,2013-08-23T09:47:14Z
3129,4778,1,2013-08-23T09:47:24Z
3129,3954,1,2013-08-23T09:47:35Z
3129,274,1,2013-08-23T09:47:45Z
3129,4281,1,2013-08-23T09:47:55Z
3129,4067,1,2013-08-23T09:48:05Z
3129,4359,1,2013-08-23T09:48:16Z
3129,3470,1,2013-08-23T09:48:26Z
3129,3519,1,2013-08-23T09:48:36Z
3129,2167,1,2013-08-23T09:48:46Z
3129,4781,1,2013-08-23T09:48:57Z
3129,3935,1,2013-08-23T09:49:07Z
3129,4340,1,2013-08-23T09:49:17Z
3129,3551,1,2013-08-23T09:49:28Z
3129,4717,1,2013-08-23T09:49:38Z
3129,1272,1,2013-08-23T09:49:49Z
3129,4782,1,2013-08-23T09:49:59Z
3129,4718,1,2013-08-23T09:50:09Z
3129,3459,1,2013-08-23T09:50:22Z
3129,4188,1,2013-08-23T09:50:32Z
3129,4719,1,2013-08-23T09:50:42Z
3129,4355,1,2013-08-23T09:50:52Z
3129,2281,1,2013-08-23T09:51:03Z
3129,2013,1,2013-08-23T09:51:14Z
3129,3377,1,2013-08-23T09:51:24Z
3129,3191,1,2013-08-23T09:51:35Z
3129,4179,1,2013-08-23T09:51:46Z
3129,3926,1,2013-08-23T09:51:56Z
3129,1277,1,2013-08-23T09:52:06Z
3129,3949,1,2013-08-23T09:52:17Z
3129,4211,1,2013-08-23T09:52:28Z
3129,3948,1,2013-08-23T09:52:38Z
3129,3527,1,2013-08-23T09:52:48Z
3129,4783,1,2013-08-23T09:52:59Z
3129,630,1,2013-08-23T09:53:09Z
3129,3947,1,2013-08-23T09:53:19Z
3129,491,1,2013-08-23T09:53:30Z
3129,3916,1,2013-08-23T09:53:40Z
3129,4784,1,2013-08-23T09:53:51Z
3129,3946,1,2013-08-23T09:54:01Z
3129,4720,1,2013-08-23T09:54:12Z
3129,4785,1,2013-08-23T09:54:22Z
3129,3830,1,2013-08-23T09:54:32Z
3129,4073,1,2013-08-23T09:54:43Z
3129,35,1,2013-08-23T09:54:53Z
3129,4721,1,2013-08-23T09:55:03Z
3129,3060,1,2013-08-23T09:55:14Z
3129,2600,1,2013-08-23T09:55:24Z
3129,4786,1,2013-08-23T09:55:34Z
3129,3743,1,2013-08-23T09:55:45Z
3129,4417,1,2013-08-23T09:55:55Z
3129,4317,1,2013-08-23T09:56:06Z
3129,2903,1,2013-08-23T09:56:17Z
3129,3626,1,2013-08-23T09:56:32Z
3129,4722,1,2013-08-23T09:56:42Z
3129,4723,1,2013-08-23T09:56:53Z
3129,1295,1,2013-08-23T09:57:04Z
3129,3941,1,2013-08-23T09:57:15Z
3129,1851,1,2013-08-23T09:57:25Z
3129,4285,1,2013-08-23T09:57:36Z
3129,4068,1,2013-08-23T09:57:46Z
3129,4370,1,2013-08-23T09:57:57Z
3129,408,1,2013-08-23T09:58:07Z
3129,3939,1,2013-08-23T09:58:17Z
3129,3729,1,2013-08-23T09:58:28Z
3129,2113,1,2013-08-23T09:58:38Z
3129,2755,1,2013-08-23T09:58:48Z
3129,3937,1,2013-08-23T09:59:00Z
3129,3208,1,2013-08-23T09:59:10Z
3129,2064,1,2013-08-23T09:59:20Z
3129,363,1,2013-08-23T09:59:30Z
3129,2246,1,2013-08-23T09:59:41Z
3129,4724,1,2013-08-23T09:59:51Z
3129,2430,1,2013-08-23T10:00:01Z
3129,3934,1,2013-08-23T10:00:12Z
3129,3933,1,2013-08-23T10:00:23Z
3129,1615,1,2013-08-23T10:00:33Z
3129,3632,1,2013-08-23T10:00:44Z
3129,1849,1,2013-08-23T10:00:57Z
3129,2484,1,2013-08-23T10:01:07Z
3129,4725,1,2013-08-23T10:01:17Z
3129,4726,1,2013-08-23T10:01:28Z
3129,3656,1,2013-08-23T10:01:39Z
3129,4727,1,2013-08-23T10:01:49Z
3129,4728,1,2013-08-23T10:01:59Z
3129,3901,1,2013-08-23T10:02:10Z
3129,1933,1,2013-08-23T10:02:20Z
3129,3930,1,2013-08-23T10:02:30Z
3129,4648,1,2013-08-23T10:02:40Z
3598,4787,2,2013-08-23T13:04:21Z
4756,4570,1,2013-08-23T13:47:03Z
4570,4756,1,2013-08-23T13:48:31Z
4778,2063,1,2013-08-23T14:03:08Z
4570,4694,1,2013-08-23T14:39:58Z
4694,4570,1,2013-08-23T14:41:57Z
4635,4353,1,2013-08-23T15:09:19Z
4353,4635,1,2013-08-23T15:09:57Z
4291,4635,1,2013-08-23T15:41:14Z
4635,4291,1,2013-08-23T15:42:03Z
4197,2012,2,2013-08-23T16:34:34Z
2012,4197,2,2013-08-23T16:35:33Z
2063,4635,2,2013-08-23T16:45:51Z
4635,2063,2,2013-08-23T16:46:47Z
4635,4776,-10,2013-08-23T16:52:58Z
4284,3981,1,2013-08-23T18:06:00Z
3981,4284,1,2013-08-23T18:06:49Z
2625,2942,4,2013-08-23T18:40:43Z
2600,2942,4,2013-08-23T22:36:08Z
2942,2600,3,2013-08-24T00:13:51Z
1334,4635,1,2013-08-24T00:24:11Z
4635,1334,1,2013-08-24T00:26:03Z
4254,4788,1,2013-08-24T03:46:13Z
4788,4254,1,2013-08-24T04:01:11Z
4788,2600,1,2013-08-24T04:12:28Z
2600,4788,1,2013-08-24T04:15:08Z
4732,2600,2,2013-08-24T04:29:45Z
2600,4732,1,2013-08-24T04:30:37Z
4301,3776,2,2013-08-24T08:21:07Z
664,539,1,2013-08-24T10:10:17Z
539,664,1,2013-08-24T10:17:42Z
4315,4789,1,2013-08-24T10:46:00Z
4789,4308,1,2013-08-24T10:46:35Z
1948,3750,1,2013-08-24T12:39:42Z
3750,1948,1,2013-08-24T12:41:27Z
35,4790,1,2013-08-24T13:51:18Z
1334,4304,2,2013-08-24T16:33:54Z
4791,1810,1,2013-08-24T19:40:36Z
4709,4424,1,2013-08-24T20:37:40Z
4424,4709,2,2013-08-24T20:42:56Z
4107,4204,2,2013-08-24T22:16:20Z
4204,4107,2,2013-08-24T22:17:04Z
4107,4792,1,2013-08-24T23:12:49Z
4793,4308,3,2013-08-24T23:27:00Z
4315,3129,4,2013-08-24T23:28:29Z
2600,3389,1,2013-08-25T01:17:38Z
4189,2600,1,2013-08-25T02:49:06Z
2600,4189,1,2013-08-25T02:50:33Z
3005,4790,1,2013-08-25T08:00:24Z
4308,3129,10,2013-08-25T09:15:27Z
4756,4777,1,2013-08-25T20:20:19Z
4777,4756,5,2013-08-25T20:21:37Z
1953,1810,2,2013-08-25T20:51:32Z
2600,4794,1,2013-08-25T21:13:06Z
2600,2176,3,2013-08-25T22:13:08Z
2176,2600,3,2013-08-25T22:14:22Z
1810,4756,-10,2013-08-26T01:46:02Z
4794,2600,2,2013-08-26T02:49:54Z
1810,4777,-10,2013-08-26T03:02:55Z
625,3926,6,2013-08-26T04:23:00Z
4301,3872,1,2013-08-26T09:32:42Z
4795,2252,1,2013-08-26T11:19:02Z
2252,4795,1,2013-08-26T11:20:54Z
4635,4281,1,2013-08-26T13:50:24Z
4584,3649,1,2013-08-26T21:12:44Z
3649,4584,2,2013-08-26T21:14:41Z
4584,1334,1,2013-08-26T21:55:15Z
2044,4197,1,2013-08-26T22:04:13Z
4197,2044,1,2013-08-26T22:49:24Z
4172,1953,7,2013-08-26T23:29:35Z
4172,2635,7,2013-08-26T23:30:49Z
4320,4773,1,2013-08-26T23:56:29Z
4773,4320,1,2013-08-26T23:57:08Z
4197,4796,1,2013-08-27T00:04:48Z
4796,4197,1,2013-08-27T00:05:36Z
4363,2754,1,2013-08-27T00:20:01Z
1953,4638,-1,2013-08-27T00:59:31Z
4791,3957,10,2013-08-27T01:04:06Z
1810,4796,-10,2013-08-27T01:05:20Z
1810,4775,-10,2013-08-27T01:06:33Z
4295,4638,1,2013-08-27T01:39:16Z
4791,4638,-4,2013-08-27T04:59:56Z
4197,4797,1,2013-08-27T05:20:22Z
4797,4197,1,2013-08-27T05:22:18Z
3903,4791,1,2013-08-27T05:35:26Z
4773,4795,1,2013-08-27T07:02:45Z
4795,4773,1,2013-08-27T07:03:35Z
4790,35,1,2013-08-27T07:53:59Z
2565,2906,1,2013-08-27T11:02:47Z
2906,2565,1,2013-08-27T11:10:41Z
4107,4753,1,2013-08-27T11:51:05Z
4753,4107,1,2013-08-27T12:01:01Z
3013,2600,2,2013-08-27T13:54:54Z
4301,3869,1,2013-08-27T14:56:02Z
4301,4798,1,2013-08-27T15:01:12Z
4301,4107,4,2013-08-27T16:10:20Z
35,4799,1,2013-08-27T16:39:56Z
4301,4466,1,2013-08-27T16:42:31Z
4694,3926,2,2013-08-27T16:52:53Z
2392,1629,1,2013-08-27T17:33:21Z
4799,35,1,2013-08-27T17:40:32Z
2942,156,-1,2013-08-27T17:55:24Z
2296,4800,1,2013-08-27T19:10:28Z
4611,57,1,2013-08-27T19:44:03Z
57,4611,1,2013-08-27T19:44:36Z
2125,3837,1,2013-08-27T20:52:06Z
4694,4708,1,2013-08-27T21:25:31Z
2642,4801,4,2013-08-27T21:48:48Z
4635,4197,2,2013-08-27T22:40:25Z
4197,4635,1,2013-08-27T23:09:01Z
4800,2296,1,2013-08-27T23:09:35Z
4611,4379,2,2013-08-27T23:50:57Z
4379,4611,2,2013-08-28T00:20:47Z
4197,3610,1,2013-08-28T00:23:11Z
3610,4197,1,2013-08-28T00:26:31Z
2388,4694,1,2013-08-28T00:39:04Z
1612,4189,1,2013-08-28T01:30:30Z
4189,1612,1,2013-08-28T01:32:13Z
4635,4803,1,2013-08-28T01:32:24Z
4803,4635,1,2013-08-28T01:34:08Z
4038,1810,-10,2013-08-28T02:23:24Z
4363,25,-1,2013-08-28T04:38:16Z
2165,25,10,2013-08-28T04:38:56Z
4791,25,1,2013-08-28T05:27:54Z
4698,3746,2,2013-08-28T08:02:56Z
3217,4795,1,2013-08-28T11:21:26Z
4795,3217,1,2013-08-28T11:21:39Z
4281,4635,1,2013-08-28T13:11:42Z
1810,4452,1,2013-08-28T15:21:29Z
4452,1810,2,2013-08-28T15:22:43Z
