,source node,target node,rating,time
28140,3897,4197,1,2013-10-10 20:25:00.250289920
28141,4197,3897,1,2013-10-10 20:32:27.276290048
28142,3897,4875,1,2013-10-10 20:44:10.071209984
28143,4875,3897,1,2013-10-10 20:45:43.900059904
28144,4320,4898,1,2013-10-10 22:12:43.405620224
28145,4898,4320,1,2013-10-10 22:14:02.900079872
28146,2378,2252,3,2013-10-10 22:22:41.518670080
28147,4890,4903,1,2013-10-10 22:42:23.702949888
28148,4898,2388,1,2013-10-10 23:15:51.375969792
28149,4566,4898,-5,2013-10-11 01:32:50.972460032
28150,4291,4890,2,2013-10-11 02:14:17.063440128
28151,4787,1034,1,2013-10-11 06:17:12.145030144
28152,1034,4787,1,2013-10-11 06:18:53.485070080
28153,4365,4875,1,2013-10-11 07:12:45.350109952
28154,4875,4365,1,2013-10-11 07:12:46.737099776
28155,4365,4787,1,2013-10-11 07:19:22.352489984
28156,4787,4365,1,2013-10-11 07:21:41.553649920
28157,4291,3020,1,2013-10-11 19:08:54.500770048
28158,3020,4291,1,2013-10-11 19:12:49.798599936
28159,1396,554,4,2013-10-11 21:15:32.734800128
28160,4460,4315,5,2013-10-12 00:56:53.653700096
28161,4107,4163,1,2013-10-12 03:42:38.776969984
28162,4107,1639,1,2013-10-12 03:43:11.888079872
28163,4890,4862,1,2013-10-12 13:28:16.441189888
28164,4862,4890,1,2013-10-12 13:44:03.062479872
28165,3837,3781,1,2013-10-12 14:43:02.495749888
28166,3781,3837,1,2013-10-12 14:43:48.134030080
28167,4898,4197,1,2013-10-12 16:35:14.627599872
28168,4875,3389,1,2013-10-12 18:56:24.136059904
28169,3353,4904,2,2013-10-12 19:10:44.458929920
28170,2165,1334,1,2013-10-12 19:59:54.552290048
28171,4499,4890,3,2013-10-13 05:44:17.570540032
28172,4890,4499,3,2013-10-13 05:55:05.972909824
28173,4163,4905,1,2013-10-13 07:46:39.451180032
28174,4905,4163,1,2013-10-13 07:47:09.941550080
28175,4559,4562,1,2013-10-13 13:01:04.681809920
28176,35,4562,1,2013-10-13 13:39:46.619960064
28177,2647,4906,1,2013-10-13 20:15:13.859160064
28178,4906,2647,1,2013-10-13 20:27:46.782429952
28179,4291,4907,1,2013-10-13 20:31:26.770070016
28180,4907,4291,1,2013-10-13 21:57:17.682380032
28181,4907,4788,1,2013-10-13 22:13:33.531219968
28182,4907,4197,1,2013-10-13 22:18:32.758279936
28183,4788,4907,1,2013-10-13 22:19:24.569629952
28184,4890,4649,1,2013-10-14 02:29:20.523780096
28185,4649,4890,1,2013-10-14 02:29:42.018409984
28186,4285,4908,1,2013-10-14 10:32:34.818080000
28187,4908,4285,1,2013-10-14 10:38:46.633309952
28188,4890,4875,2,2013-10-14 13:24:58.661050112
28189,4875,4890,2,2013-10-14 13:26:25.841590016
28190,1639,4107,1,2013-10-14 13:43:11.781900032
28191,4559,3345,1,2013-10-14 15:20:55.891410176
28192,3345,4559,1,2013-10-14 15:21:20.478169856
28193,2125,4909,-1,2013-10-14 16:15:58.107689984
28194,2125,4910,-1,2013-10-14 16:15:58.327330048
28195,2125,4911,-1,2013-10-14 16:15:58.566649856
28196,2125,4912,-1,2013-10-14 16:15:58.770710016
28197,2125,4913,-1,2013-10-14 16:15:58.981609984
28198,2125,4914,-1,2013-10-14 16:15:59.923369984
28199,3897,4884,1,2013-10-14 18:12:04.856869888
28200,4884,3897,1,2013-10-14 18:12:51.660989952
28201,4172,3531,-10,2013-10-14 18:35:11.899290112
28202,2296,4379,-5,2013-10-14 19:04:24.930799872
28203,3897,2472,1,2013-10-14 19:11:17.714459904
28204,2472,3897,1,2013-10-14 19:11:52.357340160
28205,3487,4907,1,2013-10-14 19:57:08.182400000
28206,4907,3487,1,2013-10-14 19:59:52.685980160
28207,3814,4559,1,2013-10-14 20:48:06.605089792
28208,2625,4197,1,2013-10-14 22:29:59.066940160
28209,4890,4197,1,2013-10-14 23:17:02.038919936
28210,4197,4890,1,2013-10-14 23:17:45.836199936
28211,4900,4899,8,2013-10-14 23:55:34.610119936
28212,4890,4893,3,2013-10-15 01:42:43.463470080
28213,4893,4890,3,2013-10-15 01:43:24.338550016
28214,4320,4890,1,2013-10-15 04:10:43.181740032
28215,4898,4566,-10,2013-10-15 07:53:29.987430144
28216,4890,4360,1,2013-10-15 08:50:15.658479872
28217,4360,4890,1,2013-10-15 08:50:54.493609984
28218,4482,4915,1,2013-10-15 09:15:36.254370048
28219,4559,4916,1,2013-10-15 10:10:17.839320064
28220,4917,4559,1,2013-10-15 10:33:46.258460160
28221,4916,4559,1,2013-10-15 12:42:35.942120192
28222,4890,3229,1,2013-10-15 13:01:17.705769984
28223,3229,4890,1,2013-10-15 13:28:34.059879936
28224,1018,4918,1,2013-10-15 16:23:55.537220096
28225,4915,4482,2,2013-10-15 16:43:50.439280128
28226,4694,4918,1,2013-10-15 16:54:51.235480064
28227,4898,4919,1,2013-10-15 18:09:29.440380160
28228,4919,4898,1,2013-10-15 18:11:56.332979968
28229,4694,4616,2,2013-10-15 19:33:10.562720000
28230,4616,4694,1,2013-10-15 19:35:56.485469952
28231,4559,35,5,2013-10-15 20:16:23.048249856
28232,2388,4649,1,2013-10-16 01:31:18.207590144
28233,4649,2388,1,2013-10-16 01:39:38.967849984
28234,4918,4694,1,2013-10-16 03:40:39.848150016
28235,4618,4308,5,2013-10-16 06:49:56.137350144
28236,4308,4618,5,2013-10-16 06:52:18.081739776
28237,3804,4875,1,2013-10-16 07:03:46.966820096
28238,4875,3804,1,2013-10-16 07:58:03.973609984
28239,1953,4075,-10,2013-10-16 09:06:56.619940096
28240,2647,2378,1,2013-10-16 09:23:34.118149888
28241,2635,4920,1,2013-10-16 11:28:45.848519936
28242,4920,4779,1,2013-10-16 11:41:32.120989952
28243,4893,4583,1,2013-10-16 13:51:44.515769856
28244,4583,4893,1,2013-10-16 13:52:00.647890176
28245,4559,4611,2,2013-10-16 15:04:43.342340096
28246,4611,4559,2,2013-10-16 15:04:58.004689920
28247,1,2175,1,2013-10-16 17:04:36.775490048
28248,2175,1,1,2013-10-16 17:06:56.434190080
28249,4732,4694,3,2013-10-16 17:28:12.857889792
28250,2175,4875,1,2013-10-16 20:07:54.928920064
28251,4875,2175,1,2013-10-16 20:10:52.075099904
28252,2175,4559,1,2013-10-16 20:44:04.438509824
28253,4559,2175,1,2013-10-16 20:44:13.975749888
28254,4694,4898,-10,2013-10-16 21:14:02.320270080
28255,4907,4694,1,2013-10-16 22:20:52.693649920
28256,2067,4107,2,2013-10-16 23:14:26.324809984
28257,4107,4921,1,2013-10-16 23:58:53.678089984
28258,4921,4922,1,2013-10-17 00:01:25.041510144
28259,202,4921,3,2013-10-17 00:12:57.308780032
28260,4922,4921,1,2013-10-17 00:13:01.620120064
28261,4890,4291,3,2013-10-17 02:47:17.757659904
28262,4694,4907,2,2013-10-17 02:56:12.291790080
28263,4197,4569,2,2013-10-17 05:14:23.006059776
28264,4573,4857,5,2013-10-17 09:11:57.315119872
28265,4857,4573,5,2013-10-17 09:32:20.974530048
28266,2167,4315,4,2013-10-17 10:22:37.049850112
28267,4559,4457,1,2013-10-17 10:43:37.294240000
28268,4457,4559,1,2013-10-17 10:45:21.781670144
28269,4857,1018,3,2013-10-17 10:46:17.602799872
28270,4320,2625,2,2013-10-17 13:14:47.133929984
28271,2625,4320,2,2013-10-17 13:14:47.994970112
28272,4921,1352,2,2013-10-17 19:12:06.029959936
28273,1334,4923,1,2013-10-17 19:34:31.656770048
28274,4923,1334,1,2013-10-17 19:36:21.333410048
28275,2392,4266,1,2013-10-17 19:55:21.182759936
28276,1018,2252,2,2013-10-17 20:44:19.214089984
28277,2252,1018,1,2013-10-17 20:48:19.404509952
28278,2313,415,1,2013-10-17 22:29:29.769020160
28279,2313,4915,1,2013-10-17 22:29:37.486680064
28280,625,4875,1,2013-10-18 06:31:21.302080000
28281,4875,625,1,2013-10-18 06:36:36.649970176
28282,4482,4924,1,2013-10-18 11:00:48.334929920
28283,4924,4482,1,2013-10-18 11:02:34.728549888
28284,4559,3814,2,2013-10-18 13:21:18.335769856
28285,4893,4828,1,2013-10-18 15:02:47.605200128
28286,4694,4732,3,2013-10-18 15:34:04.142230016
28287,546,4925,1,2013-10-18 16:20:18.272710144
28288,4925,546,1,2013-10-18 16:20:29.724620032
28289,4172,1565,3,2013-10-18 16:55:17.380610048
28290,546,2195,1,2013-10-18 16:59:45.000809984
28291,2195,546,1,2013-10-18 17:02:07.830040064
28292,4291,1565,3,2013-10-18 17:07:51.559350016
28293,4291,2195,2,2013-10-18 17:32:18.426080000
28294,2195,4291,2,2013-10-18 17:33:12.909459968
28295,4907,4926,1,2013-10-18 21:17:57.328710144
28296,4926,4907,1,2013-10-18 21:18:23.790290176
28297,3875,4197,9,2013-10-18 21:40:03.545219840
28298,2048,2625,1,2013-10-18 22:00:21.965459968
28299,2296,4907,-5,2013-10-18 22:28:37.444130048
28300,2296,4926,-1,2013-10-18 22:30:15.568100096
28301,4893,4788,3,2013-10-18 22:30:19.210560000
28302,4788,4893,3,2013-10-18 22:30:54.122749952
28303,4893,3168,1,2013-10-18 22:44:37.914109952
28304,3168,4893,1,2013-10-18 22:46:22.269880064
28305,4559,4334,1,2013-10-18 23:45:10.774720000
28306,4334,4559,1,2013-10-18 23:46:05.398419968
28307,1832,1731,2,2013-10-19 00:08:44.376760064
28308,2404,3172,1,2013-10-19 01:52:19.852519936
28309,4905,2195,1,2013-10-19 03:18:00.731280128
28310,2635,4927,1,2013-10-19 15:20:17.617260032
28311,4055,2878,2,2013-10-19 18:15:04.733839872
28312,3735,4928,1,2013-10-19 18:46:39.794899968
28313,4928,3735,6,2013-10-19 18:48:32.657250048
28314,4927,4929,1,2013-10-19 18:53:11.706729984
28315,4927,4930,1,2013-10-19 18:53:31.535890176
28316,4927,4931,1,2013-10-19 18:53:46.632930048
28317,4927,4932,1,2013-10-19 18:54:02.191450112
28318,1018,4049,1,2013-10-19 19:08:33.362560000
28319,1731,4197,2,2013-10-19 19:40:06.482990080
28320,2878,4055,2,2013-10-19 19:46:32.845760000
28321,4301,4933,2,2013-10-19 20:01:10.458050048
28322,2048,4025,-1,2013-10-19 20:02:02.623940096
28323,4301,4934,2,2013-10-19 20:02:30.917829888
28324,4928,2625,3,2013-10-19 20:22:44.117860096
28325,2625,3168,1,2013-10-19 20:31:24.401009920
28326,3168,2625,1,2013-10-19 20:32:46.679830016
28327,4301,4935,1,2013-10-19 23:11:48.789360128
28328,4301,4936,1,2013-10-19 23:17:38.431250176
28329,4197,1731,2,2013-10-19 23:28:46.749710080
28330,353,4559,2,2013-10-19 23:53:08.381989888
28331,4559,353,2,2013-10-19 23:54:39.941920000
28332,4553,4787,1,2013-10-20 04:09:58.413059840
28333,4787,4553,1,2013-10-20 04:10:31.554480128
28334,4937,4898,-10,2013-10-20 13:07:16.881280000
28335,4559,3023,1,2013-10-20 17:40:43.738149888
28336,3892,4172,7,2013-10-20 17:43:00.840310016
28337,3023,4559,1,2013-10-20 18:12:30.782289920
28338,2045,3719,1,2013-10-20 18:24:54.792610048
28339,4301,4938,3,2013-10-20 19:35:31.727590144
28340,4172,546,1,2013-10-20 20:48:40.707459840
28341,546,4172,3,2013-10-20 20:49:34.489619968
28342,2318,2892,4,2013-10-21 00:04:54.400919808
28343,2892,1731,2,2013-10-21 00:13:50.469690112
28344,2892,2318,4,2013-10-21 00:14:36.898159872
28345,1731,2892,2,2013-10-21 00:19:37.096179968
28346,4365,4562,1,2013-10-21 01:11:13.823129856
28347,4562,4365,1,2013-10-21 01:12:12.467950080
28348,4562,4559,2,2013-10-21 01:22:52.711510016
28349,3172,2404,2,2013-10-21 02:17:01.421030144
28350,4291,550,1,2013-10-21 02:36:17.876849920
28351,550,4291,1,2013-10-21 02:37:00.416209920
28352,1018,1731,6,2013-10-21 03:29:19.077339904
28353,3838,25,-10,2013-10-21 04:19:00.084000000
28354,2110,2661,1,2013-10-21 05:39:26.489799936
28355,2661,2110,1,2013-10-21 05:43:29.575340032
28356,2661,4026,-10,2013-10-21 05:44:00.140640000
28357,3377,3854,-1,2013-10-21 09:19:35.188940032
28358,4559,4917,2,2013-10-21 14:22:41.024139776
28359,4172,1018,6,2013-10-21 14:42:44.495860224
28360,4197,2312,1,2013-10-21 19:18:58.907980032
28361,2312,4197,2,2013-10-21 19:23:39.625649920
28362,4915,2313,1,2013-10-21 21:06:37.782150144
28363,4551,4841,2,2013-10-21 23:02:00.012089856
28364,4841,4551,2,2013-10-21 23:02:57.519769856
28365,1615,4939,1,2013-10-22 08:36:47.062599936
28366,4004,1517,1,2013-10-22 10:54:10.806269952
28367,4862,4559,1,2013-10-22 13:35:02.264830208
28368,4559,4862,1,2013-10-22 13:35:47.304500224
28369,4291,4559,1,2013-10-22 14:02:09.306180096
28370,4559,4291,1,2013-10-22 14:02:44.038189824
28371,4291,3781,3,2013-10-22 14:30:45.702390016
28372,4650,4779,1,2013-10-22 16:39:48.608489984
28373,4779,4650,1,2013-10-22 16:43:38.327089920
28374,2322,1,2,2013-10-22 17:42:17.651680000
28375,2625,4940,1,2013-10-22 17:51:07.769629952
28376,4940,2625,1,2013-10-22 18:00:42.793240064
28377,4919,2625,1,2013-10-22 18:14:28.844100096
28378,4291,4941,3,2013-10-22 19:22:26.472559872
28379,3781,4291,3,2013-10-22 20:01:03.180800000
28380,4919,4694,1,2013-10-22 20:18:11.027100160
28381,4694,4919,1,2013-10-22 20:18:49.293220096
28382,4940,4004,1,2013-10-22 20:23:31.825700096
28383,4925,2892,1,2013-10-22 20:26:26.672349952
28384,2892,4925,1,2013-10-22 20:28:23.671299840
28385,3837,4197,3,2013-10-22 22:58:42.276720128
28386,4197,3837,3,2013-10-22 23:00:42.807980032
28387,2388,2775,1,2013-10-23 06:39:18.601779968
28388,2775,2635,1,2013-10-23 07:08:43.992310016
28389,4172,353,5,2013-10-23 08:37:39.187119872
28390,4172,133,1,2013-10-23 10:54:35.351429888
28391,133,4172,1,2013-10-23 10:57:19.003900160
28392,4172,2625,1,2013-10-23 11:52:52.273519872
28393,2625,4172,1,2013-10-23 11:54:23.008039936
28394,4559,4004,2,2013-10-23 12:53:48.681550080
28395,4559,4937,2,2013-10-23 13:23:49.158720000
28396,4937,4559,2,2013-10-23 13:25:04.237970176
28397,1565,215,6,2013-10-23 14:45:36.967320064
28398,215,4459,5,2013-10-23 14:46:19.188039936
28399,1034,4618,1,2013-10-23 15:34:43.334640128
28400,4841,2625,2,2013-10-23 15:53:05.548019968
28401,2625,4841,2,2013-10-23 16:12:49.694560000
28402,4559,4943,1,2013-10-23 16:46:26.437789952
28403,4943,4559,1,2013-10-23 16:46:58.205100032
28404,141,1731,1,2013-10-23 17:13:47.788189952
28405,1731,141,1,2013-10-23 17:20:17.740600064
28406,4559,4944,1,2013-10-23 17:35:42.139300096
28407,4944,4559,1,2013-10-23 17:43:42.803580160
28408,710,4197,2,2013-10-23 21:04:53.030850048
28409,4197,710,2,2013-10-23 21:05:15.865920000
28410,710,4945,1,2013-10-23 22:55:10.031200000
28411,4945,710,2,2013-10-23 22:55:54.078550016
28412,4945,4919,-10,2013-10-23 22:56:01.460059904
28413,4559,3389,2,2013-10-23 23:06:21.009250048
28414,3389,4559,1,2013-10-23 23:06:52.595609856
28415,2252,1656,1,2013-10-23 23:32:26.937680128
28416,4559,546,1,2013-10-24 01:34:53.203059968
28417,546,4559,1,2013-10-24 01:35:35.480519936
28418,4559,4875,4,2013-10-24 02:22:59.325040128
28419,4875,4559,4,2013-10-24 02:24:03.657420032
28420,7,4946,1,2013-10-24 04:42:22.222929920
28421,4946,7,1,2013-10-24 04:47:53.576499968
28422,4618,1034,1,2013-10-24 08:37:14.468000000
28423,1555,732,2,2013-10-24 09:22:43.220710144
28424,732,1555,2,2013-10-24 09:23:29.717570048
28425,1998,4559,2,2013-10-24 12:40:15.951080192
28426,4559,1998,2,2013-10-24 12:44:00.033070080
28427,3527,4938,2,2013-10-24 16:13:51.913080064
28428,4938,3527,3,2013-10-24 16:15:05.088019968
28429,1731,272,1,2013-10-24 16:16:38.096760064
28430,2056,4291,1,2013-10-24 16:46:39.678360064
28431,4918,1018,10,2013-10-24 18:55:55.015840000
28432,4004,4197,3,2013-10-24 19:43:22.900339968
28433,4779,4934,1,2013-10-24 20:11:27.867019776
28434,4779,4920,1,2013-10-24 20:11:28.123909888
28435,4779,4947,1,2013-10-24 20:11:28.356620032
28436,4779,4948,1,2013-10-24 20:12:26.902520064
28437,4779,4949,1,2013-10-24 20:12:27.205280000
28438,4779,4175,1,2013-10-24 20:12:27.544910080
28439,4779,4950,1,2013-10-24 20:48:45.035439872
28440,4779,4951,1,2013-10-24 20:58:25.898449920
28441,4779,2889,1,2013-10-24 20:58:26.211990016
28442,4779,4904,1,2013-10-24 20:58:26.433440000
28443,4779,4952,1,2013-10-24 20:58:38.207969792
28444,4779,4953,1,2013-10-24 20:58:38.567640064
28445,4559,3989,1,2013-10-24 22:30:06.637319936
28446,3989,4559,1,2013-10-24 22:30:47.500390144
28447,4559,539,2,2013-10-25 01:00:50.775490048
28448,539,4559,1,2013-10-25 01:02:41.575459840
28449,4893,4559,1,2013-10-25 01:19:08.096280064
28450,4559,4893,2,2013-10-25 01:20:27.964630016
28451,4779,4954,1,2013-10-25 01:52:19.815849984
28452,4779,4792,1,2013-10-25 01:52:20.388750080
28453,4779,4808,1,2013-10-25 01:52:20.605259776
28454,4779,4955,1,2013-10-25 01:52:41.212359936
28455,4779,4932,1,2013-10-25 01:57:26.089459968
28456,4779,4938,1,2013-10-25 01:57:26.356300032
28457,4779,4474,1,2013-10-25 01:57:27.008359936
28458,4779,4956,1,2013-10-25 01:58:08.806520064
28459,4956,4779,1,2013-10-25 02:02:41.758880000
28460,4956,4897,1,2013-10-25 02:08:26.321850112
28461,4956,4958,1,2013-10-25 02:08:46.435489792
28462,4956,4938,1,2013-10-25 02:09:38.235919872
28463,4956,3260,1,2013-10-25 02:09:54.209049856
28464,4559,550,1,2013-10-25 02:14:13.637479936
28465,4956,3129,1,2013-10-25 02:16:35.708489984
28466,550,4559,1,2013-10-25 02:17:37.789560064
28467,4004,4940,4,2013-10-25 04:20:27.573210112
28468,353,4172,9,2013-10-25 07:57:35.714370048
28469,35,4889,3,2013-10-25 12:28:21.544100096
28470,4779,4466,1,2013-10-25 16:01:48.410060032
28471,4779,4957,1,2013-10-25 16:01:49.004780032
28472,4779,4959,1,2013-10-25 16:44:05.444880128
28473,1018,2110,1,2013-10-25 17:17:02.924659968
28474,4611,4875,1,2013-10-25 18:55:18.675940096
28475,4875,4611,2,2013-10-25 19:14:14.389050112
28476,4779,3901,1,2013-10-25 19:21:52.870510080
28477,4197,4004,1,2013-10-25 19:35:06.723890176
28478,4875,4004,1,2013-10-25 20:12:07.187170048
28479,4197,3875,3,2013-10-25 21:20:51.036880128
28480,4049,1018,1,2013-10-25 21:33:15.472359936
28481,4004,4875,3,2013-10-25 22:19:28.423890176
28482,2110,1018,1,2013-10-26 00:19:53.360989952
28483,4197,4961,1,2013-10-26 00:59:01.713600000
28484,4961,4197,1,2013-10-26 01:06:38.904960000
28485,4315,4787,3,2013-10-26 03:24:41.853029888
28486,4411,4962,1,2013-10-26 14:50:59.213680128
28487,4559,1555,2,2013-10-26 14:57:45.077949952
28488,1555,4559,2,2013-10-26 15:00:31.747739904
28489,1832,4963,1,2013-10-27 02:53:21.990840064
28490,4963,1832,1,2013-10-27 02:53:38.513530112
28491,1832,3714,1,2013-10-27 02:55:42.535439872
28492,4963,3714,1,2013-10-27 04:32:56.683000064
28493,3714,4963,1,2013-10-27 04:33:29.477710080
28494,4962,4411,1,2013-10-27 09:57:01.515800064
28495,4172,4379,-10,2013-10-27 10:33:26.641069824
28496,1731,4964,1,2013-10-27 16:08:42.013580032
28497,4964,1731,1,2013-10-27 17:16:30.066739968
28498,3714,1334,1,2013-10-27 18:52:36.049959936
28499,4415,4559,9,2013-10-27 19:49:41.003959808
28500,4559,4415,2,2013-10-27 19:51:27.563420160
28501,4857,3366,1,2013-10-28 11:01:53.367429888
28502,3451,4554,1,2013-10-28 12:19:46.029329920
28503,4554,3451,1,2013-10-28 12:22:48.009449984
28504,4559,4554,1,2013-10-28 12:36:07.756140032
28505,4554,4559,1,2013-10-28 12:38:27.057580032
28506,2625,4559,1,2013-10-28 13:24:06.597879808
28507,4559,2625,1,2013-10-28 13:24:24.371369984
28508,4004,4559,6,2013-10-28 13:38:21.136800000
28509,4452,4291,1,2013-10-28 14:08:56.672559872
28510,3897,4694,3,2013-10-28 18:09:19.117039872
28511,4694,3897,4,2013-10-28 18:10:57.612260096
28512,4650,4930,1,2013-10-28 20:39:51.418639872
28513,4452,3897,2,2013-10-28 21:31:09.299249920
28514,3897,4452,1,2013-10-28 21:32:22.017309952
28515,4650,4935,1,2013-10-28 22:59:07.438380032
28516,4559,4965,1,2013-10-29 00:44:25.839369984
28517,4965,4559,1,2013-10-29 02:47:01.802690048
28518,2125,4534,1,2013-10-29 02:51:22.395790080
28519,4611,486,1,2013-10-29 03:44:22.228329984
28520,486,4611,1,2013-10-29 03:47:35.109149952
28521,4554,905,3,2013-10-29 15:04:12.510159872
28522,4965,4966,1,2013-10-29 15:43:11.466449920
28523,4966,4965,1,2013-10-29 15:44:23.481699840
28524,4779,4892,1,2013-10-29 16:14:16.512909824
28525,4965,4967,1,2013-10-29 16:23:56.635340032
28526,4892,4779,2,2013-10-29 16:24:24.381659904
28527,4967,4965,1,2013-10-29 16:25:16.356669952
28528,4965,4968,1,2013-10-29 20:40:04.296499968
28529,4968,4965,1,2013-10-29 20:40:13.193250048
28530,2878,3357,1,2013-10-29 20:48:55.527630080
28531,2878,3260,2,2013-10-29 20:49:41.474169856
28532,4197,3000,1,2013-10-29 23:16:06.504750080
28533,4197,4969,1,2013-10-30 00:18:56.188600064
28534,4969,4197,1,2013-10-30 00:19:53.943140096
28535,1128,4970,1,2013-10-30 01:08:16.879219968
28536,4970,1128,1,2013-10-30 01:12:48.813270016
28537,2625,2977,5,2013-10-30 13:11:56.411609856
28538,2977,2625,5,2013-10-30 13:20:32.234919936
28539,2552,4559,1,2013-10-30 14:58:09.611350016
28540,4559,2552,1,2013-10-30 14:58:31.096849920
28541,4197,3828,2,2013-10-30 16:52:59.330040064
28542,35,4972,1,2013-10-30 20:36:03.160749824
28543,35,4973,1,2013-10-30 20:36:16.491489792
28544,4559,4493,2,2013-10-30 20:37:32.764940032
28545,4493,4559,2,2013-10-30 20:42:30.676100096
28546,35,900,1,2013-10-30 20:44:12.579590144
28547,4172,3000,1,2013-10-30 21:31:51.106560000
28548,3000,4172,1,2013-10-30 21:32:43.113339904
28549,4172,4554,2,2013-10-30 22:17:12.264689920
28550,4554,4172,2,2013-10-30 22:19:16.952290048
28551,4172,4004,1,2013-10-30 22:30:22.083040000
28552,4004,4172,1,2013-10-30 22:51:59.990370048
28553,4828,4559,10,2013-10-30 23:17:59.290139904
28554,3545,4649,1,2013-10-31 02:51:28.509590016
28555,4649,3545,1,2013-10-31 02:54:40.101750016
28556,2110,4635,1,2013-10-31 03:14:27.158430208
28557,4635,2110,1,2013-10-31 03:14:52.484410112
28558,1018,4197,1,2013-10-31 03:16:23.690619904
28559,1018,4960,7,2013-10-31 03:17:00.959990016
28560,4197,1018,5,2013-10-31 03:19:48.426150144
28561,4884,4787,1,2013-10-31 07:42:35.936029952
28562,4884,4883,1,2013-10-31 07:43:06.445849856
28563,4787,4884,1,2013-10-31 07:44:12.102680064
28564,4694,4875,4,2013-10-31 08:21:11.566230016
28565,4554,1938,1,2013-10-31 09:39:30.701980160
28566,1938,4554,1,2013-10-31 09:41:05.159450112
28567,4172,2175,1,2013-10-31 09:45:41.160130048
28568,2175,4172,1,2013-10-31 09:51:37.538690048
28569,3707,2187,-5,2013-10-31 12:05:55.405689856
28570,2767,4172,2,2013-10-31 13:53:33.948400128
28571,4172,2310,1,2013-10-31 14:54:49.838309888
28572,2310,4172,1,2013-10-31 14:56:16.016160000
28573,4875,4694,4,2013-10-31 15:54:21.414530048
28574,4172,180,1,2013-10-31 16:22:49.360300032
28575,180,4172,1,2013-10-31 16:27:20.604710144
28576,4753,4974,2,2013-10-31 16:48:13.675460096
28577,4974,4753,2,2013-10-31 17:21:33.073339904
28578,2125,4172,1,2013-10-31 18:31:40.234569984
28579,4779,3880,1,2013-10-31 18:37:43.454710016
28580,4960,230,7,2013-10-31 18:43:00.996229888
28581,2835,4965,1,2013-10-31 18:45:49.775510016
28582,4965,2835,1,2013-10-31 18:50:53.878400000
28583,4965,2710,1,2013-10-31 19:45:13.995079936
28584,2710,4965,1,2013-10-31 19:46:04.741750016
28585,1018,3161,7,2013-10-31 20:56:40.039830016
28586,3161,1018,8,2013-10-31 21:04:50.696450048
28587,2045,900,1,2013-10-31 22:38:33.006240000
28588,900,2045,2,2013-10-31 22:46:06.282380032
28589,4315,4975,1,2013-11-01 02:57:32.370230016
28590,2388,4898,-1,2013-11-01 05:18:37.257600000
28591,4172,4301,5,2013-11-01 12:18:21.571620096
28592,4301,4172,5,2013-11-01 12:20:46.631459840
28593,2296,486,1,2013-11-01 12:46:20.579879936
28594,486,2296,1,2013-11-01 12:55:47.612790016
28595,4779,4976,1,2013-11-01 14:44:44.092979968
28596,1334,3719,8,2013-11-01 18:59:17.594360064
28597,141,3837,2,2013-11-01 20:06:41.411389952
28598,3837,141,1,2013-11-01 20:48:13.094010112
28599,4922,3572,3,2013-11-01 23:49:19.394710016
28600,1735,1528,2,2013-11-01 23:50:24.817720064
28601,4559,4365,1,2013-11-02 09:52:54.832760064
28602,4365,4559,1,2013-11-02 09:54:46.165240064
28603,2625,900,1,2013-11-02 15:37:42.662830080
28604,900,2625,1,2013-11-02 15:39:03.945779968
28605,4172,4978,1,2013-11-02 17:42:56.413129984
28606,4978,4172,1,2013-11-02 17:45:35.276410112
28607,4172,4788,1,2013-11-02 17:49:45.880979968
28608,4788,4172,1,2013-11-02 17:50:02.298029824
28609,1334,3714,1,2013-11-02 19:06:06.430000128
28610,3714,2045,1,2013-11-02 19:10:50.742300160
28611,2045,3714,1,2013-11-02 19:20:29.397329920
28612,2045,3319,1,2013-11-02 21:53:41.028620032
28613,3319,2045,1,2013-11-02 21:54:14.984369920
28614,4693,905,1,2013-11-02 22:16:07.914279936
28615,4788,2942,1,2013-11-03 00:16:33.364100096
28616,4971,2110,2,2013-11-03 04:24:19.803520000
28617,2110,4971,2,2013-11-03 04:25:09.682790144
28618,4559,4887,1,2013-11-03 12:56:30.201890048
28619,4970,3451,1,2013-11-03 15:01:57.695800064
28620,900,4979,2,2013-11-03 16:15:52.103569920
28621,4887,4559,2,2013-11-03 16:19:47.226230016
28622,4979,900,2,2013-11-03 16:34:11.606280192
28623,4867,2642,1,2013-11-03 16:59:57.733619968
28624,2642,4867,1,2013-11-03 17:00:18.225449984
28625,4353,4980,1,2013-11-03 19:10:00.503599872
28626,4980,4353,1,2013-11-03 19:16:29.183389952
28627,4980,4981,1,2013-11-03 19:28:59.404040192
28628,4981,4980,1,2013-11-03 19:35:02.443229952
28629,4291,3451,1,2013-11-03 21:28:59.557709824
28630,3451,3490,-10,2013-11-03 22:57:47.761050112
28631,4977,4965,-10,2013-11-03 23:55:14.507670016
28632,4980,4982,1,2013-11-04 02:56:51.827470080
28633,4982,4980,1,2013-11-04 03:13:39.877170176
28634,1565,4253,1,2013-11-04 04:09:33.049179904
28635,4884,4982,1,2013-11-04 05:24:53.832920064
28636,4982,4884,1,2013-11-04 05:25:04.318609920
28637,4884,4983,1,2013-11-04 05:33:11.966039808
28638,4983,4884,1,2013-11-04 05:35:57.547350016
28639,1697,1947,2,2013-11-04 09:38:27.852400128
28640,3451,4970,1,2013-11-04 12:59:00.390300160
